siteID,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,Na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,flagBr,Br,svol,ppt,subppt,valcode,invalcode,modifiedOn
NH02,TQ2317SW,"2016-10-25 17:30","2016-11-01 18:30",201610,5.570,3.300," ",.060," ",.005," ",.004," ",.010," ",.190," ",.323," ",.022," ",.235,0,-9,2334.500,37.084,37.084,"w ","            ",
NH02,TQ2590SW,"2016-11-01 18:30","2016-11-08 14:15",201611,5.080,5.800," ",.033," ",.005," ",.010," ",.013," ",.194," ",.463," ",.017," ",.453,0,-9,1621.300,24.892,24.892,"w ","            ",
NH02,TQ2965SW,"2016-11-08 14:15","2016-11-15 18:00",201611,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,25.200,2.286,2.286,"  ","uc          ",
NH02,TQ3066SW,"2016-11-15 18:00","2016-11-22 15:30",201611,5.240,3.500," ",.022," ",.007," ",.005," ",.041," ",.066," ",.241," ",.076," ",.143,0,-9,933.200,15.748,15.748,"w ","            ",2017-03-17
NH02,TQ3414SW,"2016-11-22 15:30","2016-11-29 18:15",201611,4.770,11.800," ",.037," ",.018," ",.014," ",.132," ",.244," ",1.172," ",.259," ",.596,0,-9,1144.400,20.066,20.066,"w ","            ",
NH02,TQ3726SW,"2016-11-29 18:15","2016-12-06 18:30",201612,5.150,3.900," ",.011," ",.002,<,.004," ",.012," ",.047," ",.323," ",.026," ",.135,0,-9,3390.400,53.086,53.086,"w ","            ",2017-03-17
NH02,TQ3905SW,"2016-12-06 18:30","2016-12-13 17:00",201612,4.890,6.900," ",.013," ",.003,<,.004," ",.013," ",.099," ",.783," ",.025," ",.182,0,-9,1740.200,31.496,31.496,"w ","            ",2017-03-17
NH02,TQ4148SW,"2016-12-13 17:00","2016-12-20 18:30",201612,5.170,4.800," ",.093," ",.008," ",.008," ",.056," ",.061," ",.545," ",.046," ",.245,0,-9,2117.100,34.290,34.290,"w ","            ",2022-12-15
NH02,TQ4600SW,"2016-12-20 18:30","2016-12-29 13:45",201612,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1040.600,17.526,17.526,"  ","e           ",2023-02-16
NH02,TQ4613SW,"2016-12-29 13:45","2017-01-03 16:30",201701,4.950,6.500," ",.042," ",.011," ",.007," ",.069," ",.071," ",.823," ",.109," ",.142,0,-9,1255.500,23.876,23.876,"w ","            ",2023-02-27
NH02,TQ4982SW,"2017-01-03 16:30","2017-01-10 19:45",201701,5.210,2.800," ",.011,<,.002," ",.004," ",.008,<,.018," ",.166," ",.017," ",.038,0,-9,916.400,14.224,14.224,"w ","            ",2023-02-16
NH02,TQ5268SW,"2017-01-10 19:45","2017-01-17 18:15",201701,4.850,9.200," ",.055," ",.026," ",.015," ",.274," ",.111," ",.966," ",.421," ",.337,0,-9,1215.300,18.288,18.288,"w ","            ",
NH02,TQ5533SW,"2017-01-17 18:45","2017-01-24 19:15",201701,5.110,4.100," ",.013," ",.004," ",.003," ",.043,<,.018," ",.338," ",.085," ",.057,0,-9,1296.700,21.590,21.590,"w ","            ",
NH02,TQ5752SW,"2017-01-24 19:15","2017-01-31 18:30",201701,4.880,8.700," ",.048," ",.008," ",.010," ",.036," ",.191," ",.806," ",.066," ",.402,0,-9,204.500,4.318,4.318,"w ","            ",
NH02,TQ6077SW,"2017-01-31 18:30","2017-02-07 19:15",201702,4.470,22.600," ",.193," ",.023," ",.018," ",.106," ",.889," ",3.553," ",.171," ",1.223,0,-9,315.400,7.112,7.112,"w ","            ",
NH02,TQ6302SW,"2017-02-07 19:15","2017-02-14 18:45",201702,5.030,6.100," ",.044," ",.007," ",.009," ",.034," ",.146," ",.674," ",.058," ",.313,0,-9,2983.000,61.214,61.214,"w ","            ",
NH02,TQ6473SW,"2017-02-14 19:15","2017-02-21 19:00",201702,4.530,20.000," ",.369," ",.061," ",.021," ",.215," ",.403," ",3.103," ",.461," ",.874,0,-9,1093.300,21.590,21.590,"w ","            ",
NH02,TQ6646SW,"2017-02-21 19:00","2017-02-27 14:30",201702,5.110,7.400," ",.056," ",.033," ",.020," ",.269," ",.186," ",.627," ",.476," ",.290,0,-9,1014.700,16.256,16.256,"w ","            ",
NH02,TQ7007SW,"2017-02-27 14:30","2017-03-07 19:30",201703,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1339.600,22.098,22.098,"  ","e           ",
NH02,TQ7470SW,"2017-03-07 19:30","2017-03-15 16:00",201703,5.190,6.400," ",.194," ",.049," ",.020," ",.090," ",.170," ",1.089," ",.139," ",.330,0,-9,1437.900,32.766,32.766,"w ","            ",
NH02,TQ7624SW,"2017-03-15 16:00","2017-03-21 20:45",201703,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,5.100,.000,.000,"d ","            ",
NH02,TQ7990SW,"2017-03-21 20:45","2017-03-28 14:00",201703,5.400,6.700," ",.139," ",.022," ",.015," ",.124," ",.375," ",.924," ",.230," ",.496,0,-9,2298.200,38.100,38.100,"w ","            ",
NH02,TQ8251SW,"2017-03-28 14:00","2017-04-04 17:15",201704,5.250,3.200," ",.018," ",.003," ",.003," ",.011," ",.077," ",.277," ",.021," ",.162,0,-9,2400.900,45.974,45.974,"w ","            ",
NH02,TQ8438SW,"2017-04-04 17:15","2017-04-11 18:30",201704,4.890,6.300," ",.040," ",.009," ",.010," ",.048," ",.094," ",.696," ",.088," ",.277,0,-9,1594.900,25.908,25.908,"w ","            ",
NH02,TQ8681SW,"2017-04-11 18:30","2017-04-18 18:45",201704,5.520,9.600," ",.258," ",.034," ",.025," ",.053," ",.716," ",1.712," ",.100," ",.943,0,-9,1073.800,16.256,16.256,"w ","            ",
NH02,TQ8893SW,"2017-04-18 18:45","2017-04-25 20:15",201704,5.260,7.100," ",.076," ",.033," ",.027," ",.212," ",.313," ",.957," ",.320," ",.490,0,-9,1479.700,23.622,23.622,"w ","            ",
NH02,TQ9229SW,"2017-04-25 20:15","2017-05-02 18:15",201704,5.160,4.100," ",.028," ",.011," ",.017," ",.063," ",.088," ",.376," ",.108," ",.199,0,-9,1759.400,29.210,29.210,"w ","            ",
NH02,TQ9508SW,"2017-05-02 18:15","2017-05-10 15:45",201705,5.020,5.400," ",.028," ",.015," ",.031," ",.087," ",.096," ",.548," ",.147," ",.245,0,-9,1913.100,28.194,28.194,"w ","            ",
NH02,TQ9834SW,"2017-05-10 15:45","2017-05-16 19:00",201705,5.220,2.100," ",.008,<,.002," ",.006," ",.003,<,.018," ",.051," ",.011," ",.022,0,-9,2482.400,39.878,39.878,"w ","            ",
NH02,TQ9927SW,"2017-05-16 19:00","2017-05-23 17:45",201705,4.880,7.200," ",.065," ",.017," ",.054," ",.040," ",.156," ",.851," ",.079," ",.374,0,-9,1090.100,16.256,16.256,"w ","            ",
NH02,TR0290SW,"2017-05-23 18:00","2017-05-31 14:15",201705,5.200,3.200," ",.019," ",.006," ",.033," ",.014," ",.088," ",.325," ",.033," ",.125,0,-9,3398.100,50.800,50.800,"w ","            ",
NH02,TR0640SW,"2017-05-31 14:15","2017-06-07 19:00",201706,5.250,3.600," ",.029," ",.006," ",.020," ",.005," ",.167," ",.422," ",.022," ",.161,0,-9,2993.100,44.196,44.196,"w ","            ",
NH02,TR0971SW,"2017-06-07 19:00","2017-06-13 16:45",201706,-9.000,-9.000," ",.545," ",.124," ",.186," ",.025," ",.942," ",1.771," ",.080," ",1.065,0,-9,16.700,.254,.254,wi,"            ",
NH02,TR1089SW,"2017-06-13 16:45","2017-06-20 16:00",201706,4.900,8.700," ",.070," ",.023," ",.021," ",.116," ",.299," ",1.173," ",.199," ",.446,0,-9,1982.000,31.750,31.750,"w ","            ",
NH02,TR1388SW,"2017-06-20 16:00","2017-06-27 16:00",201706,5.960,5.700," ",.142," ",.020," ",.027," ",.008," ",.515," ",.949," ",.035," ",.393,0,-9,1164.200,16.256,16.256,"w ","            ",
NH02,TR1566SW,"2017-06-27 16:00","2017-07-03 16:45",201706,5.230,4.600," ",.044," ",.007," ",.009," ",.018," ",.161," ",.499," ",.032," ",.237,0,-9,9440.400,-9.990,139.054,"w ","            ",
NH02,TR1940SW,"2017-07-03 16:45","2017-07-12 17:15",201707,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,29.200,.508,.508,"  ","e           ",
NH02,TR2206SW,"2017-07-12 17:15","2017-07-18 12:00",201707,4.900,7.300," ",.036," ",.007," ",.015," ",.008," ",.168," ",.797," ",.032," ",.325,0,-9,2355.500,37.084,37.084,"w ","            ",
NH02,TR2389SW,"2017-07-18 12:00","2017-07-25 18:00",201707,4.990,5.800," ",.022," ",.004," ",.014," ",.009," ",.137," ",.551," ",.038," ",.198,0,-9,620.800,9.652,9.652,"w ","            ",
NH02,TR2675SW,"2017-07-25 18:00","2017-08-01 20:00",201707,5.170,9.700," ",.103," ",.024," ",.115," ",.079," ",.597," ",1.336," ",.130," ",.664,0,-9,70.600,1.270,1.270,"w ","            ",
NH02,TR2840SW,"2017-08-01 20:00","2017-08-08 12:00",201708,5.030,6.000," ",.040," ",.009," ",.012," ",.031," ",.115," ",.511," ",.060," ",.269,0,-9,2751.600,-9.990,40.530,"w ","            ",
NH02,TR3149SW,"2017-08-08 12:00","2017-08-15 13:15",201708,4.760,10.700," ",.146," ",.040," ",.025," ",.069," ",.321," ",1.502," ",.161," ",.443,0,-9,319.200,-9.990,4.701,"w ","            ",
NH02,TR3341SW,"2017-08-15 13:15","2017-08-22 14:45",201708,4.880,8.000," ",.038," ",.006," ",.008," ",.012," ",.225," ",.759," ",.034," ",.418,0,-9,1896.800,27.940,27.940,"w ","            ",
NH02,TR3856SW,"2017-08-22 16:45","2017-08-29 15:00",201708,4.880,7.100," ",.100," ",.014," ",.018," ",.013," ",.187," ",.710," ",.024," ",.486,0,-9,588.800,-9.990,8.672,"w ","            ",
NH02,TR3849SW,"2017-08-29 15:00","2017-09-05 13:30",201709,5.420,2.100," ",.007," ",.003," ",.006," ",.011," ",.028," ",.104," ",.025," ",.043,0,-9,1925.200,-9.990,28.357,"w ","            ",
NH02,TR4112SW,"2017-09-05 13:30","2017-09-12 12:00",201709,5.330,6.100," ",.101," ",.010," ",.044," ",.004," ",.324," ",.600," ",.025," ",.334,0,-9,1804.300,27.178,27.178,"w ","            ",
NH02,TR4534SW,"2017-09-12 12:00","2017-09-19 12:30",201709,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,3.200,.000,.000,"d ","            ",
NH02,TR4824SW,"2017-09-19 12:30","2017-09-26 15:35",201709,-9.000,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,.000,.000,"d ","            ",
NH02,TR5117SW,"2017-09-26 15:00","2017-10-03 13:30",201709,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,18.300,.762,.762,"  ","v           ",
NH02,TR5221SW,"2017-10-03 13:30","2017-10-10 12:00",201710,5.400,3.000," ",.022," ",.009," ",.014," ",.045," ",.109," ",.274," ",.071," ",.147,0,-9,2881.900,-9.990,42.449,"w ","            ",
NH02,TR5429SW,"2017-10-10 12:00","2017-10-17 13:45",201710,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,131.200,-9.990,1.932,"  ","c           ",
NH02,TR5801SW,"2017-10-17 13:45","2017-10-24 13:30",201710,5.030,11.100," ",.087," ",.092," ",.047," ",.719," ",.228," ",.627," ",1.248," ",.734,0,-9,212.500,-9.990,3.130,"w ","            ",
NH02,TR5982SW,"2017-10-24 13:30","2017-10-31 14:45",201710,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,-9.990,-9.990,"  ","p           ",
NH02,TR6327SW,"2017-10-31 14:45","2017-11-07 15:00",201711,4.810,12.800," ",.112," ",.053," ",.029," ",.389," ",.373," ",1.255," ",.699," ",.857,0,-9,2973.900,-9.990,43.804,"w ","            ",
NH02,TR6598SW,"2017-11-07 15:00","2017-11-14 15:30",201711,4.690,12.100," ",.067," ",.016," ",.090," ",.099," ",.288," ",1.720," ",.159," ",.435,0,-9,193.500,-9.990,2.850,"w ","            ",
NH02,TR6824SW,"2017-11-14 15:30","2017-11-21 15:00",201711,4.870,7.400," ",.026," ",.005," ",.010," ",.058," ",.166," ",.701," ",.114," ",.356,0,-9,2425.300,-9.990,35.723,"w ","            ",
NH02,TR7005SW,"2017-11-21 15:00","2017-11-28 14:15",201711,5.200,8.100," ",.256," ",.028," ",.020," ",.048," ",.376," ",1.249," ",.115," ",.733,0,-9,91.400,-9.990,1.346,"w ","            ",
NH02,TR7534SW,"2017-11-28 14:15","2017-12-05 14:30",201712,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,552.400,10.668,10.668,"  ","c           ",2019-12-19
NH02,TR7602SW,"2017-12-05 14:30","2017-12-13 14:15",201712,4.950,-9.000," ",.019," ",.004," ",.005," ",.027," ",.097," ",.606," ",.065," ",.139,0,-9,3963.200,55.626,55.626,"w ","            ",2019-12-19
NH02,TR7795SW,"2017-12-13 14:15","2017-12-19 14:00",201712,4.710,-9.000," ",.233," ",.016," ",.018," ",.030," ",.457," ",2.019," ",.068," ",.658,0,-9,479.200,-9.990,7.058,"w ","            ",
NH02,TR7841SW,"2017-12-19 14:00","2017-12-27 13:25",201712,5.030,-9.000," ",.029," ",.003," ",.004," ",.012," ",.128," ",.515," ",.022," ",.195,0,-9,3246.700,58.928,58.928,"w ","            ",2019-12-19
NH02,TR8424SW,"2017-12-27 13:25","2018-01-02 18:00",201712,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,4.300,1.270,1.270,"  ","v           ",2019-12-19
NH02,TR8645SW,"2018-01-02 18:00","2018-01-09 14:15",201801,5.250,3.300," ",.028," ",.006," ",.010," ",.048," ",.049," ",.251," ",.086," ",.094,0,-9,400.600,17.272,17.272,"w ","            ",
NH02,TR8850SW,"2018-01-09 14:15","2018-01-16 15:00",201801,5.250,2.800," ",.006," ",.002," ",.004," ",.026," ",.022," ",.168," ",.046," ",.059,0,-9,4551.700,68.072,68.072,"w ","            ",
NH02,TR9185SW,"2018-01-16 15:00","2018-01-24 21:00",201801,5.100,4.400," ",.022," ",.004," ",.005," ",.020," ",.083," ",.415," ",.039," ",.183,0,-9,2624.400,-9.990,38.656,"w ","            ",
NH02,TR9401SW,"2018-01-24 21:00","2018-01-31 13:00",201801,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,-9.990,.000,"d ","            ",
NH02,TR9610SW,"2018-01-31 13:00","2018-02-06 15:00",201802,4.960,6.200," ",.046," ",.009," ",.005," ",.065," ",.100," ",.865," ",.097," ",.155,0,-9,1494.700,-9.990,22.016,"w ","            ",
NH02,TS0102SW,"2018-02-06 15:00","2018-02-13 20:00",201802,4.920,6.100," ",.036," ",.005," ",.005," ",.042," ",.091," ",.882," ",.055," ",.150,0,-9,2249.700,-9.990,33.137,"w ","            ",
NH02,TS0092SW,"2018-02-13 20:00","2018-02-20 18:00",201802,4.990,5.700," ",.023," ",.006," ",.005," ",.038," ",.150," ",.780," ",.067," ",.131,0,-9,639.400,-9.990,9.418,"w ","            ",
NH02,TS0512SW,"2018-02-20 18:00","2018-02-27 19:00",201802,5.140,4.400," ",.019," ",.010," ",.007," ",.109," ",.035," ",.363," ",.190," ",.114,0,-9,969.500,17.526,17.526,"w ","            ",
NH02,TS0599SW,"2018-02-27 19:00","2018-03-06 18:00",201803,4.960,8.200," ",.113," ",.015," ",.014," ",.069," ",.316," ",.965," ",.141," ",.428,0,-9,148.500,2.794,2.794,"w ","            ",
NH02,TS0892SW,"2018-03-06 18:00","2018-03-13 15:00",201803,5.160,3.600," ",.022," ",.004," ",.010," ",.026," ",.031," ",.230," ",.046," ",.116,0,-9,307.400,12.700,12.700,"w ","            ",
NH02,TS1233SW,"2018-03-13 15:00","2018-03-20 16:00",201803,5.250,2.700," ",.011,<,.002," ",.003," ",.015,<,.018," ",.142," ",.024," ",.051,0,-9,686.200,10.668,10.668,"w ","            ",
NH02,TS1526SW,"2018-03-20 16:00","2018-03-27 19:00",201803,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,.000,.000,"d ","            ",
NH02,TS1726SW,"2018-03-27 19:00","2018-04-03 15:00",201803,4.940,10.700," ",.091," ",.030," ",.036," ",.199," ",.491," ",1.729," ",.287," ",.619,0,-9,1378.000,20.320,20.320,"w ","            ",
NH02,TS1907SW,"2018-04-03 15:00","2018-04-10 19:00",201804,4.870,8.300," ",.067," ",.008," ",.009," ",.024," ",.253," ",1.153," ",.042," ",.398,0,-9,1797.600,29.210,29.210,"w ","            ",
NH02,TS2127SW,"2018-04-10 19:00","2018-04-17 16:00",201804,5.920,7.500," ",.211," ",.033," ",.023," ",.100," ",.628," ",1.206," ",.180," ",.677,0,-9,3984.500,61.976,61.976,"w ","            ",
NH02,TS2510SW,"2018-04-17 16:00","2018-04-24 17:00",201804,5.080,7.100," ",.054," ",.048," ",.020," ",.373," ",.085," ",.357," ",.703," ",.469,0,-9,388.200,2.286,2.286,"w ","            ",
NH02,TS2704SW,"2018-04-24 17:00","2018-05-01 18:00",201804,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2950.800,48.514,48.514,"  ","u           ",
NH02,TS2983SW,"2018-05-01 18:00","2018-05-08 14:00",201805,5.960,6.100," ",.147," ",.029," ",.047," ",.046," ",.558," ",.732," ",.058," ",.572,0,-9,1195.400,17.780,17.780,"w ","            ",
NH02,TS3458SW,"2018-05-08 14:00","2018-05-15 14:45",201805,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,1.270,1.270,"  ","v           ",
NH02,TS3533SW,"2018-05-15 15:15","2018-05-23 17:10",201805,5.120,4.300," ",.032," ",.009," ",.019," ",.009," ",.110," ",.473," ",.024," ",.185,0,-9,1493.300,20.066,20.066,"w ","            ",
NH02,TS3685SW,"2018-05-23 17:10","2018-05-29 16:15",201805,-9.000,-9.000," ",1.504," ",.224," ",.073," ",.066," ",3.222," ",5.224," ",.191," ",1.882,0,-9,22.400,.508,.508,wi,"            ",
NH02,TT0220SW,"2018-05-29 16:15","2018-06-05 15:30",201806,5.280,3.200," ",.018," ",.007," ",.006," ",.054," ",.050," ",.229," ",.105," ",.124,0,-9,872.600,14.732,14.732,"w ","            ",
NH02,TT0649SW,"2018-06-05 15:30","2018-06-12 14:15",201806,5.320,5.000," ",.074," ",.011," ",.035," ",.005," ",.286," ",.627," ",.032," ",.402,0,-9,183.000,2.032,2.032,"w ","            ",
NH02,TT0706SW,"2018-06-12 14:15","2018-06-20 17:10",201806,5.340,4.200," ",.051," ",.011," ",.026," ",.028," ",.233," ",.498," ",.039," ",.310,0,-9,2120.200,32.512,32.512,"w ","            ",
NH02,TT0998SW,"2018-06-20 17:10","2018-06-26 18:15",201806,5.320,2.300,<,.011,<,.003,<,.005,<,.004," ",.027," ",.134," ",.014," ",.068,0,-9,1691.000,25.400,25.400,"w ","            ",
NH02,TT1320SW,"2018-06-26 18:15","2018-07-03 09:00",201806,5.180,3.500," ",.020,<,.003," ",.006," ",.025," ",.041," ",.349," ",.048," ",.122,0,-9,3963.000,58.928,58.928,"w ","            ",
NH02,TT1419SW,"2018-07-03 09:00","2018-07-10 17:10",201807,4.950,5.700," ",.035," ",.007," ",.023," ",.016," ",.208," ",.829," ",.033," ",.281,0,-9,1180.800,8.636,8.636,"w ","            ",
NH02,TT1722SW,"2018-07-10 17:10","2018-07-17 16:55",201807,5.010,7.300," ",.149," ",.017," ",.029," ",.011," ",.320," ",.602," ",.038," ",.334,0,-9,998.500,15.240,15.240,"w ","            ",
NH02,TT1983SW,"2018-07-17 16:55","2018-07-24 18:45",201807,5.180,5.300," ",.029," ",.032," ",.017," ",.268," ",.035," ",.235," ",.481," ",.259,0,-9,4489.000,72.136,72.136,"w ","            ",2020-04-12
NH02,TT2243SW,"2018-07-24 18:45","2018-08-02 15:50",201807,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,5642.300,-9.990,83.109,"  ","e           ",2020-04-12
NH02,TT2403SW,"2018-08-02 15:50","2018-08-07 13:40",201808,4.990,4.800," ",.023," ",.004," ",.014," ",.021," ",.045," ",.562," ",.048," ",.124,0,-9,1251.300,19.558,19.558,"w ","            ",2020-04-12
NH02,TT2665SW,"2018-08-07 13:40","2018-08-14 18:00",201808,5.350,4.800," ",.054," ",.006," ",.094," ",.043," ",.240," ",.505," ",.087," ",.409,0,-9,991.300,-9.990,14.601,"w ","            ",2020-04-12
NH02,TT2995SW,"2018-08-14 18:00","2018-08-21 16:00",201808,4.940,6.000," ",.054," ",.007," ",.013," ",.010," ",.112," ",.771," ",.031," ",.212,0,-9,474.100,7.112,7.112,"w ","            ",2020-04-12
NH02,TT3350SW,"2018-08-21 16:00","2018-08-29 19:10",201808,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2500.600,37.338,37.338,"  ","e           ",2020-04-12
NH02,TT3497SW,"2018-08-29 19:10","2018-09-04 18:20",201809,5.580,6.400," ",.176," ",.030," ",.268," ",.054," ",.397," ",.802," ",.212," ",.616,0,-9,219.800,1.270,1.270,"w ","            ",
NH02,TT3756SW,"2018-09-04 18:20","2018-09-11 20:10",201809,5.290,3.200," ",.027," ",.008," ",.008," ",.068," ",.061," ",.212," ",.118," ",.162,0,-9,1867.600,28.448,28.448,"w ","            ",2020-04-12
NH02,TT4008SW,"2018-09-11 20:10","2018-09-18 19:25",201809,4.870,4.500," ",.018,<,.003," ",.007," ",.017,<,.020," ",.522," ",.038," ",.097,0,-9,254.200,4.064,4.064,"w ","            ",2020-04-12
NH02,TT4517SW,"2018-09-18 19:25","2018-09-26 16:00",201809,4.960,4.600," ",.037," ",.023," ",.013," ",.167," ",.061," ",.411," ",.282," ",.179,0,-9,2134.900,-9.990,31.446,"w ","            ",2020-04-12
NH02,TT4515SW,"2018-09-26 16:00","2018-10-03 15:30",201809,5.230,3.700," ",.026," ",.003," ",.005," ",.015," ",.091," ",.344," ",.023," ",.189,0,-9,3490.900,-9.990,51.419,"w ","            ",2020-04-12
NH02,TT4757SW,"2018-10-03 15:30","2018-10-09 17:25",201810,4.390,19.800," ",.051," ",.011," ",.029," ",.047," ",.420," ",2.563," ",.081," ",.906,0,-9,93.400,-9.990,1.375,"w ","            ",2020-04-12
NH02,TT5235SW,"2018-10-09 17:25","2018-10-18 18:15",201810,-9.000,-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,3035.900,-9.990,44.717,"  ","e           ",2020-04-12
NH02,TT5241SW,"2018-10-18 18:15","2018-10-24 15:05",201810,5.390,5.700," ",.107," ",.015," ",.008," ",.027," ",.369," ",.030,<,.006," ",.015,0,-9,1432.300,-9.990,21.097,"w ","            ",2020-04-12
NH02,TT5484SW,"2018-10-24 15:05","2018-10-30 18:30",201810,5.500,2.600," ",.042," ",.012," ",.186," ",.004,<,.020," ",.184," ",.015," ",.078,0,-9,1335.400,-9.990,19.670,"w ","            ",2020-04-12
NH02,TT5778SW,"2018-10-30 18:30","2018-11-07 16:00",201811,4.830,7.300," ",.146," ",.050," ",.119," ",.014,<,.020,<,.008," ",.052," ",.090,0,-9,5371.100,-9.990,79.114,"w ","            ",
NH02,TT5993SW,"2018-11-07 16:00","2018-11-13 20:15",201811,5.210,3.100," ",.016,<,.003,<,.005," ",.009," ",.041," ",.334," ",.016," ",.063,0,-9,3238.100,-9.990,47.696,"w ","            ",2020-04-12
NH02,TT6051SW,"2018-11-13 20:15","2018-11-19 14:40",201811,5.100,3.800," ",.025," ",.004,<,.005," ",.021,<,.020," ",.219," ",.043," ",.102,0,-9,404.300,-9.990,5.955,"w ","            ",2020-04-12
NH02,TT6531SW,"2018-11-19 14:40","2018-11-27 20:45",201811,-9.000,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1784.100,-9.990,26.278,"  ","e           ",2020-04-12
NH02,TT6766SW,"2018-11-27 20:45","2018-12-04 19:20",201812,5.270,2.600," ",.013,<,.003,<,.005," ",.010," ",.022," ",.196," ",.023," ",.063,0,-9,1727.100,25.146,25.146,"w ","            ",2019-12-19
NH02,TT7242SW,"2018-12-04 19:20","2018-12-11 16:05",201812,4.360,19.000," ",.113," ",.013," ",.010," ",.030," ",.303," ",2.935," ",.064," ",.435,0,-9,123.400,2.286,2.286,"w ","            ",2019-12-19
NH02,TT7239SW,"2018-12-11 16:05","2018-12-18 20:10",201812,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",.137," ",.518," ",.298," ",.240,0,-9,19.100,1.778,1.778,wi,"            ",2019-12-19
NH02,TT8444SW,"2018-12-18 20:10","2019-01-01 13:45",201812,-9.000,-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,8225.700,133.858,133.858,"  ","e           ",2019-12-19
NH02,TT8429SW,"2019-01-01 13:45","2019-01-08 15:55",201901,4.650,10.000," ",.031,<,.006," ",.006," ",.047," ",.088," ",1.285," ",.081," ",.239,0,-9,987.000,14.986,14.986,"w ","            ",2020-04-12
NH02,TT8430SW,"2019-01-08 15:55","2019-01-15 15:00",201901,5.060,4.400,<,.023,<,.006,<,.005,<,.010," ",.104," ",.494," ",.027," ",.186,0,-9,1740.500,30.988,30.988,"w ","            ",2020-04-12
NH02,TT8423SW,"2019-01-15 15:00","2019-01-22 12:30",201901,5.090,4.100,<,.023,<,.006,<,.005," ",.066," ",.022," ",.171," ",.108," ",.132,0,-9,2121.000,39.878,39.878,"w ","            ",2020-04-12
NH02,TT8635SW,"2019-01-22 12:30","2019-01-31 19:45",201901,-9.000,-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,5600.400,90.170,90.170,"  ","e           ",2020-04-12
NH02,TT8645SW,"2019-01-31 19:45","2019-02-05 20:10",201902,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,98.200,1.016,1.016,"  ","c           ",2020-04-07
